AnimalID,AnimalType,Intake Date,IntakeYear,IntakeMonth,Name,Breed,Estimated Age,Sex,SpayNeuter,Size,Color,IntakeType,Outcome Type,Outcome Subtype,Zip Where Found,Latitude,Longitude,Zip Where Placed,OutcomeDate,OutcomeYear,OutcomeMonth
A437558,CAT,2011-05-19T00:00:00Z,2011,May,KAYLA,UNKNOWN,Infant - Younger than 6 months,FEMALE,TRUE,KITTN,GRAY TIGER,Stray,Adopted,Friend,40220,38.215,-85.6221,48726,2011-08-21T00:00:00Z,2011,August
A437562,CAT,2011-05-19T00:00:00Z,2011,May,HANK,UNKNOWN,Infant - Younger than 6 months,MALE,TRUE,KITTN,ORG TABBY,Stray,Adopted,Web Metro,40220,38.215,-85.6221,40206,2011-09-17T00:00:00Z,2011,September
A437563,CAT,2011-05-19T00:00:00Z,2011,May,TUCKER,UNKNOWN,Infant - Younger than 6 months,MALE,TRUE,KITTN,ORG TABBY,Stray,Adopted,Promotion,40220,38.215,-85.6221,40229,2011-10-07T00:00:00Z,2011,October
A437565,CAT,2011-05-19T00:00:00Z,2011,May,CHARLIE,UNKNOWN,Infant - Younger than 6 months,MALE,TRUE,KITTN,ORG TABBY,Stray,Adopted,Internet,40220,38.215,-85.6221,40272,2011-09-23T00:00:00Z,2011,September
A437566,DOG,2012-04-27T00:00:00Z,2012,April,LULU,BEAGLE - MIX,Older than 7 years,FEMALE,TRUE,MED,BROWN,Owner Surrender,Euthanized,Requested,40214,38.1609,-85.7762,UNKNOWN,2012-04-27T00:00:00Z,2012,April
A437580,CAT,2011-05-19T00:00:00Z,2011,May,KELLY,UNKNOWN,Infant - Younger than 6 months,FEMALE,TRUE,KITTN,BRN TIGER,Stray,Adopted,Refferal,40218,38.1938,-85.6573,40272,2011-07-13T00:00:00Z,2011,July
A437581,CAT,2011-05-19T00:00:00Z,2011,May,KELSEY,UNKNOWN,Infant - Younger than 6 months,FEMALE,TRUE,KITTN,BRN TIGER,Stray,Adopted,Promotion,40218,38.1938,-85.6573,40165,2011-07-09T00:00:00Z,2011,July
A437582,CAT,2011-05-19T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,TRUE,LARGE,GRAY TABBY,Owner Surrender,Transferred to Rescue Group,UNKNOWN,40212,38.2663,-85.8,40205,2011-05-26T00:00:00Z,2011,May
A437586,CAT,2011-05-19T00:00:00Z,2011,May,NALA,BENGAL - MIX,UNKNOWN,FEMALE,FALSE,MED,BRN TABBY,Owner Surrender,Transferred to Rescue Group,Rescue Group,40258,38.1417,-85.8638,21230,2011-05-27T00:00:00Z,2011,May
A437587,CAT,2011-05-19T00:00:00Z,2011,May,UNKNOWN,SIAMESE - MIX,UNKNOWN,FEMALE,FALSE,KITTN,LYNX PT,Owner Surrender,Transferred to Rescue Group,Rescue Group,40258,38.1417,-85.8638,21230,2011-05-27T00:00:00Z,2011,May
A437588,CAT,2011-05-19T00:00:00Z,2011,May,UNKNOWN,SIAMESE - MIX,UNKNOWN,FEMALE,FALSE,KITTN,LYNX PT,Owner Surrender,Transferred to Rescue Group,Rescue Group,40258,38.1417,-85.8638,21230,2011-05-27T00:00:00Z,2011,May
A437589,CAT,2011-05-19T00:00:00Z,2011,May,UNKNOWN,BENGAL - MIX,UNKNOWN,MALE,FALSE,KITTN,BRN TABBY,Owner Surrender,Transferred to Rescue Group,Rescue Group,40258,38.1417,-85.8638,21230,2011-05-27T00:00:00Z,2011,May
A437590,CAT,2011-05-19T00:00:00Z,2011,May,UNKNOWN,BENGAL - MIX,UNKNOWN,FEMALE,FALSE,KITTN,BRN TABBY,Owner Surrender,Transferred to Rescue Group,Rescue Group,40258,38.1417,-85.8638,21230,2011-05-27T00:00:00Z,2011,May
A437591,CAT,2011-05-19T00:00:00Z,2011,May,UNKNOWN,BENGAL - MIX,UNKNOWN,FEMALE,FALSE,KITTN,BRN TABBY,Owner Surrender,Transferred to Rescue Group,Rescue Group,40258,38.1417,-85.8638,21230,2011-05-27T00:00:00Z,2011,May
A437592,DOG,2011-05-19T00:00:00Z,2011,May,IKE,LABRADOR RETR - MIX,Older than 1 year,MALE,TRUE,LARGE,BROWN,Owner Surrender,Euthanized,UNKNOWN,40203,38.2481,-85.7665,UNKNOWN,2011-05-19T00:00:00Z,2011,May
A437593,CAT,2011-05-19T00:00:00Z,2011,May,ANGEL,UNKNOWN,Older than 1 year,FEMALE,TRUE,LARGE,BRN TABBY,Owner Surrender,Euthanized,Behavior,40203,38.2481,-85.7665,UNKNOWN,2011-05-19T00:00:00Z,2011,May
A437599,CAT,2011-05-19T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,KITTN,BLACK,Stray,Euthanized,Medical,40214,38.1609,-85.7762,UNKNOWN,2011-05-19T00:00:00Z,2011,May
A437600,CAT,2011-05-19T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,KITTN,BLACK,Stray,Euthanized,Requested,40214,38.1609,-85.7762,UNKNOWN,2011-05-19T00:00:00Z,2011,May
A437601,CAT,2011-05-19T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,KITTN,ORANGE,Stray,Euthanized,Medical,40214,38.1609,-85.7762,UNKNOWN,2011-05-19T00:00:00Z,2011,May
A437602,DOG,2011-05-19T00:00:00Z,2011,May,SHYANNE,CHOW CHOW - GERM SHEPHERD,Older than 7 years,FEMALE,FALSE,MED,RED,Owner Surrender,Euthanized,Requested,40216,38.1889,-85.8314,UNKNOWN,2011-05-19T00:00:00Z,2011,May
A437604,DOG,2011-05-19T00:00:00Z,2011,May,WILL TURNER,CHOW CHOW - MIX,Infant - Younger than 6 months,MALE,TRUE,PUPPY,BLACK,Owner Surrender,Adopted,Walk In,40146,37.8811,-86.3138,40272,2011-06-02T00:00:00Z,2011,June
A437604,DOG,2011-06-03T00:00:00Z,2011,June,WILL TURNER,CHOW CHOW - MIX,Infant - Younger than 6 months,MALE,TRUE,PUPPY,BLACK,Owner Surrender,Euthanized,Medical,40272,38.0961,-85.8599,40272,2011-06-11T00:00:00Z,2011,June
A437605,DOG,2011-05-19T00:00:00Z,2011,May,CERBERUS,CHOW CHOW - MIX,Infant - Younger than 6 months,MALE,TRUE,PUPPY,TRICOLOR,Owner Surrender,Adopted,Web Metro,40146,37.8811,-86.3138,40213,2011-05-27T00:00:00Z,2011,May
A437606,DOG,2011-05-19T00:00:00Z,2011,May,INDIA,CHOW CHOW - MIX,Infant - Younger than 6 months,FEMALE,TRUE,PUPPY,BLACK,Owner Surrender,Adopted,Friend,40146,37.8811,-86.3138,40241,2011-05-24T00:00:00Z,2011,May
A437607,DOG,2011-05-19T00:00:00Z,2011,May,DAVY JONES,CHOW CHOW - MIX,Infant - Younger than 6 months,MALE,TRUE,PUPPY,BLACK,Owner Surrender,Adopted,TV Whas,40146,37.8811,-86.3138,40214,2011-06-04T00:00:00Z,2011,June
A437608,DOG,2011-05-19T00:00:00Z,2011,May,COTTON,CHOW CHOW - MIX,Infant - Younger than 6 months,MALE,TRUE,PUPPY,BLACK,Owner Surrender,Adopted,Walk In,40146,37.8811,-86.3138,47130,2011-06-02T00:00:00Z,2011,June
A437609,DOG,2011-05-19T00:00:00Z,2011,May,JACK SPARROW,CHOW CHOW - MIX,Infant - Younger than 6 months,MALE,TRUE,PUPPY,TRICOLOR,Owner Surrender,Adopted,Refferal,40146,37.8811,-86.3138,40213,2011-06-03T00:00:00Z,2011,June
A437609,DOG,2011-06-05T00:00:00Z,2011,June,JACK SPARROW,CHOW CHOW - MIX,Infant - Younger than 6 months,MALE,TRUE,PUPPY,TRICOLOR,Owner Surrender,Euthanized,Requested,40213,38.1861,-85.713,UNKNOWN,2011-06-05T00:00:00Z,2011,June
A437610,DOG,2011-05-19T00:00:00Z,2011,May,PEARL,CHOW CHOW - MIX,Infant - Younger than 6 months,FEMALE,TRUE,PUPPY,BLACK,Owner Surrender,Adopted,Refferal,40146,37.8811,-86.3138,40299,2011-05-31T00:00:00Z,2011,May
A437611,CAT,2011-05-19T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,MALE,FALSE,KITTN,ORANGE,Stray,Died,at Foster,40215,38.1919,-85.7841,40219,2011-05-19T00:00:00Z,2011,May
A437612,DOG,2011-05-19T00:00:00Z,2011,May,ELIZABETH,CHOW CHOW - MIX,Infant - Younger than 6 months,FEMALE,TRUE,PUPPY,BLACK,Owner Surrender,Adopted,Walk In,40146,37.8811,-86.3138,40243,2011-05-26T00:00:00Z,2011,May
A437614,DOG,2011-05-19T00:00:00Z,2011,May,JOE,LABRADOR RETR - MIX,UNKNOWN,FEMALE,FALSE,LARGE,CHOCOLATE,Owner Surrender,Transferred to Rescue Group,Rescue Group,40217,38.2163,-85.739,47302,2011-05-28T00:00:00Z,2011,May
A437615,DOG,2011-05-19T00:00:00Z,2011,May,SHANE,GERM SHEPHERD - MIX,Older than 1 year,MALE,TRUE,LARGE,BLACK,Owner Surrender,Adopted,Friend,40217,38.2163,-85.739,40229,2011-07-01T00:00:00Z,2011,July
A437618,DOG,2011-05-19T00:00:00Z,2011,May,TYLER,GREAT DANE - BOXER,Youth - Younger than 1 year,MALE,TRUE,LARGE,BROWN,Stray,Adopted,Walk In,40215,38.1919,-85.7841,40165,2011-06-11T00:00:00Z,2011,June
A437618,DOG,2011-10-22T00:00:00Z,2011,October,TYLER,GREAT DANE - BOXER,Older than 1 year,MALE,TRUE,LARGE,BROWN,Owner Surrender,Transferred to Rescue Group,Rescue Group,40165,37.9979,-85.6967,55343,2011-11-19T00:00:00Z,2011,November
A437619,DOG,2011-05-19T00:00:00Z,2011,May,FRIGG,CHIHUAHUA SH - MIX,Older than 1 year,MALE,TRUE,SMALL,TAN,Stray,Adopted,Friend,40205,38.2229,-85.6833,47150,2011-06-04T00:00:00Z,2011,June
A437620,CAT,2011-05-19T00:00:00Z,2011,May,GINNY,UNKNOWN,Infant - Younger than 6 months,FEMALE,TRUE,KITTN,BRN TABBY,Stray,Adopted,Walk In,40208,38.2188,-85.7624,40208,2011-11-16T00:00:00Z,2011,November
A437621,DOG,2011-06-18T00:00:00Z,2011,June,LILLY,BEAGLE - MIX,Youth - Younger than 1 year,FEMALE,TRUE,LARGE,TAN,Owner Surrender,Adopted,Walk In,40272,38.0961,-85.8599,40291,2011-06-24T00:00:00Z,2011,June
A437621,DOG,2011-05-19T00:00:00Z,2011,May,LILLY,BEAGLE - MIX,Youth - Younger than 1 year,FEMALE,TRUE,LARGE,TAN,Stray,Adopted,Walk In,40241,38.3056,-85.5842,40272,2011-06-10T00:00:00Z,2011,June
A437622,CAT,2011-05-19T00:00:00Z,2011,May,ABIGAIL,UNKNOWN,Infant - Younger than 6 months,FEMALE,TRUE,KITTN,GRAY TIGER,Stray,Adopted,Web PF,40215,38.1919,-85.7841,40210,2011-05-28T00:00:00Z,2011,May
A437625,CAT,2011-05-19T00:00:00Z,2011,May,OREO,UNKNOWN,Older than 1 year,MALE,TRUE,LARGE,BLACK,Owner Surrender,Euthanized,Requested,40212,38.2663,-85.8,UNKNOWN,2011-05-19T00:00:00Z,2011,May
A437627,CAT,2011-05-19T00:00:00Z,2011,May,ELLIE,UNKNOWN,Infant - Younger than 6 months,FEMALE,TRUE,KITTN,BLACK,Stray,Adopted,UNKNOWN,40215,38.1919,-85.7841,40228,2011-07-16T00:00:00Z,2011,July
A437628,CAT,2011-05-19T00:00:00Z,2011,May,BILL,UNKNOWN,Infant - Younger than 6 months,MALE,TRUE,KITTN,GRAY TABBY,Stray,Adopted,Petsmart Hurstborne,40215,38.1919,-85.7841,40220,2011-10-21T00:00:00Z,2011,October
A437628,CAT,2012-01-11T00:00:00Z,2012,January,BILL,UNKNOWN,Youth - Younger than 1 year,MALE,TRUE,KITTN,GRAY TABBY,Owner Surrender,Adopted,Walk In,40220,38.215,-85.6221,40206,2012-01-22T00:00:00Z,2012,January
A437629,CAT,2011-05-19T00:00:00Z,2011,May,TED,UNKNOWN,Infant - Younger than 6 months,MALE,TRUE,KITTN,BRN TABBY,Stray,Adopted,TV Other,40215,38.1919,-85.7841,40203,2011-07-02T00:00:00Z,2011,July
A437631,DOG,2011-05-19T00:00:00Z,2011,May,LUCY,UNKNOWN,UNKNOWN,FEMALE,TRUE,MED,BLUE MERLE,Stray,Transferred to Rescue Group,Ky Humane Society,40220,38.215,-85.6221,UNKNOWN,2011-05-26T00:00:00Z,2011,May
A437632,DOG,2011-05-19T00:00:00Z,2011,May,UNKNOWN,BOXER - MIX,UNKNOWN,MALE,FALSE,LARGE,WHITE,Stray,Euthanized,Behavior,40229,38.0856,-85.6698,UNKNOWN,2011-05-31T00:00:00Z,2011,May
A437633,CAT,2011-05-19T00:00:00Z,2011,May,LILLY,UNKNOWN,Infant - Younger than 6 months,FEMALE,TRUE,KITTN,CALICO,Stray,Adopted,Friend,40228,38.1376,-85.6274,47231,2011-08-10T00:00:00Z,2011,August
A437634,CAT,2011-05-19T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,FALSE,KITTN,TORTIE,Stray,Euthanized,Medical,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2011-05-26T00:00:00Z,2011,May
A437635,CAT,2011-05-19T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,MALE,FALSE,KITTN,BLACK,Stray,Euthanized,Medical,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2011-05-26T00:00:00Z,2011,May
A437636,CAT,2011-05-19T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,MALE,FALSE,KITTN,BLACK,Stray,Euthanized,Medical,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2011-05-26T00:00:00Z,2011,May
A437637,DOG,2011-05-20T00:00:00Z,2011,May,UNKNOWN,LABRADOR RETR - MIX,Older than 7 years,FEMALE,TRUE,LARGE,CHOCOLATE,Owner Surrender,Euthanized,Requested,40229,38.0856,-85.6698,UNKNOWN,2011-05-20T00:00:00Z,2011,May
A437642,CAT,2011-05-20T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,FALSE,MED,WHITE,Stray,Euthanized,Time and Space,40208,38.2188,-85.7624,UNKNOWN,2011-06-01T00:00:00Z,2011,June
A437643,DOG,2011-05-20T00:00:00Z,2011,May,REGIS,UNKNOWN,UNKNOWN,MALE,TRUE,LARGE,BROWN,Stray,Returned to Owner,UNKNOWN,40299,38.1906,-85.5535,40299,2011-05-21T00:00:00Z,2011,May
A437647,CAT,2011-05-20T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,Older than 1 year,FEMALE,TRUE,MED,TORTIE,Stray,Euthanized,Behavior,40220,38.215,-85.6221,UNKNOWN,2011-08-24T00:00:00Z,2011,August
A437651,DOG,2011-05-20T00:00:00Z,2011,May,SUSIE Q,UNKNOWN,UNKNOWN,FEMALE,TRUE,SMALL,BLACK,Stray,Transferred to Rescue Group,Rescue Group,40241,38.3056,-85.5842,40104,2011-07-19T00:00:00Z,2011,July
A437652,CAT,2011-05-20T00:00:00Z,2011,May,JERRY,DOMESTIC SH - DOMESTIC SH,Older than 1 year,MALE,TRUE,LARGE,ORG TABBY,Owner Surrender,Euthanized,Behavior,40229,38.0856,-85.6698,UNKNOWN,2011-05-26T00:00:00Z,2011,May
A437653,DOG,2011-05-20T00:00:00Z,2011,May,KIPPER,DACHSHUND - JACK RUSS TER,Older than 1 year,MALE,TRUE,SMALL,BROWN,Stray,Adopted,Promotion,40220,38.215,-85.6221,60563,2011-06-18T00:00:00Z,2011,June
A437654,DOG,2011-05-20T00:00:00Z,2011,May,DILLINGER,UNKNOWN,Older than 7 years,MALE,TRUE,MED,BROWN,Impound,Returned to Owner,UNKNOWN,40215,38.1919,-85.7841,40211,2011-06-20T00:00:00Z,2011,June
A437655,CAT,2011-05-20T00:00:00Z,2011,May,KITTY,UNKNOWN,Older than 7 years,FEMALE,TRUE,MED,BRN TABBY,Owner Surrender,Transferred to Rescue Group,Ky Humane Society,40229,38.0856,-85.6698,UNKNOWN,2011-05-26T00:00:00Z,2011,May
A437661,DOG,2011-05-20T00:00:00Z,2011,May,UNKNOWN,SHIH TZU - MIX,UNKNOWN,MALE,FALSE,MED,WHITE,Stray,Euthanized,Behavior,40216,38.1889,-85.8314,UNKNOWN,2011-06-24T00:00:00Z,2011,June
A437662,CAT,2011-05-20T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,KITTN,BLACK,Stray,Euthanized,Medical,40214,38.1609,-85.7762,UNKNOWN,2011-05-31T00:00:00Z,2011,May
A437663,DOG,2011-05-20T00:00:00Z,2011,May,RUFUS,UNKNOWN,Older than 1 year,MALE,TRUE,LARGE,TRICOLOR,Owner Surrender,Euthanized,Requested,40272,38.0961,-85.8599,UNKNOWN,2011-05-20T00:00:00Z,2011,May
A437667,OTHER,2011-05-20T00:00:00Z,2011,May,UNKNOWN,LIZARD - IGUANA,UNKNOWN,FEMALE,FALSE,MED,GREEN,Stray,Adopted,Walk In,40272,38.0961,-85.8599,40228,2011-05-24T00:00:00Z,2011,May
A437668,CAT,2011-05-20T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,MALE,TRUE,MED,ORG TABBY,Stray,Euthanized,Medical,40217,38.2163,-85.739,UNKNOWN,2011-05-26T00:00:00Z,2011,May
A437669,DOG,2011-05-20T00:00:00Z,2011,May,RUDY,UNKNOWN,Older than 1 year,FEMALE,TRUE,LARGE,CHOCOLATE,Stray,Returned to Owner,UNKNOWN,40219,38.1416,-85.6822,40219,2011-05-25T00:00:00Z,2011,May
A437670,CAT,2011-05-20T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,FALSE,MED,TORTIE,Stray,Euthanized,Time and Space,40218,38.1938,-85.6573,UNKNOWN,2011-05-31T00:00:00Z,2011,May
A437677,CAT,2011-05-21T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,MED,BLACK,Stray,Missing,UNKNOWN,40215,38.1919,-85.7841,UNKNOWN,2011-08-11T00:00:00Z,2011,August
A437678,DOG,2011-05-21T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,MALE,FALSE,LARGE,BR BRINDLE,Impound,Euthanized,Breed,40215,38.1919,-85.7841,UNKNOWN,2011-06-07T00:00:00Z,2011,June
A437682,DOG,2011-05-21T00:00:00Z,2011,May,SAMMY,UNKNOWN,UNKNOWN,MALE,TRUE,X-LRG,BLACK,Owner Surrender,Euthanized,Requested,40205,38.2229,-85.6833,UNKNOWN,2011-05-21T00:00:00Z,2011,May
A437683,DOG,2011-05-21T00:00:00Z,2011,May,TIPPSY,UNKNOWN,Older than 1 year,FEMALE,FALSE,MED,BLACK,Owner Surrender,Euthanized,Requested,40210,38.2307,-85.7867,UNKNOWN,2011-05-21T00:00:00Z,2011,May
A437684,CAT,2011-05-21T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,MED,WHITE,Stray,Transferred to Rescue Group,Rescue Group,40215,38.1919,-85.7841,40205,2011-05-21T00:00:00Z,2011,May
A437685,DOG,2011-05-21T00:00:00Z,2011,May,ALFRED,LABRADOR RETR - POODLE STND,Infant - Younger than 6 months,MALE,TRUE,MED,BLACK,Stray,Adopted,TV Wlky,40218,38.1938,-85.6573,40217,2011-06-04T00:00:00Z,2011,June
A437686,CAT,2011-05-21T00:00:00Z,2011,May,ANNA,DOMESTIC SH - DOMESTIC SH,Older than 1 year,FEMALE,TRUE,SMALL,CALICO,Owner Surrender,Euthanized,Requested,40215,38.1919,-85.7841,UNKNOWN,2011-05-21T00:00:00Z,2011,May
A437687,DOG,2011-05-21T00:00:00Z,2011,May,MISSY,RAT TERRIER - JACK RUSS TER,UNKNOWN,FEMALE,TRUE,SMALL,WHITE,Stray,Adopted,Promotion,40216,38.1889,-85.8314,40214,2011-06-11T00:00:00Z,2011,June
A437688,DOG,2011-05-21T00:00:00Z,2011,May,JUJU,RAT TERRIER - MIX,Older than 1 year,FEMALE,TRUE,SMALL,WHITE,Stray,Returned to Owner,UNKNOWN,40214,38.1609,-85.7762,40245,2011-05-26T00:00:00Z,2011,May
A437689,CAT,2011-05-21T00:00:00Z,2011,May,POPEYE,UNKNOWN,UNKNOWN,FEMALE,FALSE,SMALL,BLK TABBY,Stray,Euthanized,Medical,40207,38.2575,-85.6513,40219,2011-06-15T00:00:00Z,2011,June
A437690,CAT,2011-05-21T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,FALSE,SMALL,BLACK,Stray,Euthanized,Behavior,40207,38.2575,-85.6513,UNKNOWN,2011-06-09T00:00:00Z,2011,June
A437691,DOG,2011-05-21T00:00:00Z,2011,May,DYLAN,CHIHUAHUA SH - MIX,Older than 1 year,MALE,TRUE,MED,CREAM,Stray,Adopted,Refferal,40185,UNKNOWN,UNKNOWN,40205,2011-06-07T00:00:00Z,2011,June
A437691,DOG,2011-07-21T00:00:00Z,2011,July,DYLAN,CHIHUAHUA SH - MIX,Older than 1 year,MALE,TRUE,MED,CREAM,Owner Surrender,Adopted,Petsmart Hurstborne,40205,38.2229,-85.6833,21740,2011-08-06T00:00:00Z,2011,August
A437692,DOG,2011-05-21T00:00:00Z,2011,May,UNKNOWN,BOXER - SIBERIAN HUSKY,UNKNOWN,FEMALE,TRUE,LARGE,BROWN,Stray,Transferred to Rescue Group,Rescue Group,40185,UNKNOWN,UNKNOWN,11946,2011-06-05T00:00:00Z,2011,June
A437694,DOG,2011-05-21T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,Infant - Younger than 6 months,FEMALE,FALSE,PUPPY,BLACK,Stray,Euthanized,Medical,40071,38.0454,-85.3643,UNKNOWN,2011-05-22T00:00:00Z,2011,May
A437695,DOG,2011-05-21T00:00:00Z,2011,May,LILLY,BEAGLE - MIX,Older than 1 year,FEMALE,TRUE,MED,WHITE,Stray,Adopted,Walk In,40212,38.2663,-85.8,40299,2011-06-08T00:00:00Z,2011,June
A437697,CAT,2011-05-21T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,KITTN,BLACK,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,UNKNOWN,2011-05-21T00:00:00Z,2011,May
A437698,CAT,2011-05-21T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,KITTN,BLACK,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,UNKNOWN,2011-05-21T00:00:00Z,2011,May
A437699,CAT,2011-05-21T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,KITTN,BLACK,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,UNKNOWN,2011-05-21T00:00:00Z,2011,May
A437700,CAT,2011-05-21T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,KITTN,ORANGE,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,UNKNOWN,2011-05-21T00:00:00Z,2011,May
A437701,CAT,2011-05-21T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,KITTN,GRAY,Owner Surrender,Euthanized,Requested,40291,38.1472,-85.5917,UNKNOWN,2011-05-21T00:00:00Z,2011,May
A437702,CAT,2011-05-21T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,KITTN,GRAY,Owner Surrender,Euthanized,Requested,40291,38.1472,-85.5917,UNKNOWN,2011-05-21T00:00:00Z,2011,May
A437703,DOG,2011-05-21T00:00:00Z,2011,May,SAM,LABRADOR RETR - MIX,Older than 1 year,MALE,TRUE,MED,YELLOW,Owner Surrender,Transferred to Rescue Group,Rescue Group,40204,38.2386,-85.7263,K9J2J6,2011-06-03T00:00:00Z,2011,June
A437704,CAT,2011-05-21T00:00:00Z,2011,May,JASMINE,UNKNOWN,Older than 1 year,FEMALE,TRUE,LARGE,BLACK,Owner Surrender,Euthanized,Medical,40216,38.1889,-85.8314,UNKNOWN,2011-05-26T00:00:00Z,2011,May
A437705,DOG,2011-05-21T00:00:00Z,2011,May,TEDDY P,JACK RUSS TER - SHIH TZU,Older than 1 year,MALE,TRUE,SMALL,WHITE,Stray,Returned to Owner,UNKNOWN,40211,38.2414,-85.8118,40211,2011-05-24T00:00:00Z,2011,May
A437706,CAT,2011-05-21T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,MALE,FALSE,MED,ORG TABBY,Stray,Euthanized,Medical,40291,38.1472,-85.5917,UNKNOWN,2011-06-14T00:00:00Z,2011,June
A437707,CAT,2011-05-21T00:00:00Z,2011,May,POGO,UNKNOWN,Infant - Younger than 6 months,MALE,TRUE,KITTN,BUFF,Stray,Adopted,Foster,40291,38.1472,-85.5917,40220,2011-05-24T00:00:00Z,2011,May
A437708,DOG,2011-05-21T00:00:00Z,2011,May,MIGHTY MIKE,CHOW CHOW - MIX,Older than 7 years,MALE,TRUE,MED,GOLD,Stray,Returned to Owner,UNKNOWN,40213,38.1861,-85.713,40218,2011-05-26T00:00:00Z,2011,May
A437709,DOG,2011-05-21T00:00:00Z,2011,May,MISHA,GERM SHEPHERD - MIX,UNKNOWN,FEMALE,TRUE,MED,TAN,Stray,Returned to Owner,UNKNOWN,40215,38.1919,-85.7841,40229,2011-05-23T00:00:00Z,2011,May
A437710,DOG,2011-05-21T00:00:00Z,2011,May,ROSCO,UNKNOWN,UNKNOWN,MALE,FALSE,MED,TAN,Owner Surrender,Euthanized,Requested,40219,38.1416,-85.6822,UNKNOWN,2011-06-07T00:00:00Z,2011,June
A437711,DOG,2011-05-21T00:00:00Z,2011,May,CLYDE,LABRADOR RETR - MIX,Older than 1 year,MALE,TRUE,MED,BLACK,Stray,Adopted,Promotion,40299,38.1906,-85.5535,40228,2011-07-05T00:00:00Z,2011,July
A437711,DOG,2012-04-04T00:00:00Z,2012,April,CLYDE,LABRADOR RETR - MIX,Older than 1 year,MALE,TRUE,MED,BLACK,Foster Return,Transferred to Rescue Group,Rescue Group,40222,38.2651,-85.6132,60618,2012-04-04T00:00:00Z,2012,April
A437712,DOG,2011-05-21T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,FALSE,MED,BLACK,Stray,Euthanized,Behavior,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2011-05-31T00:00:00Z,2011,May
A437719,DOG,2011-05-21T00:00:00Z,2011,May,LUCY,GERM SHEPHERD - LABRADOR RETR,Older than 1 year,FEMALE,TRUE,MED,BLACK,Stray,Adopted,TV Other,40229,38.0856,-85.6698,40245,2011-06-28T00:00:00Z,2011,June
A437723,CAT,2011-05-22T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,MALE,FALSE,LARGE,GRAY,Stray,Euthanized,Medical,40229,38.0856,-85.6698,UNKNOWN,2011-05-26T00:00:00Z,2011,May
A437724,DOG,2011-05-22T00:00:00Z,2011,May,UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,TRUE,LARGE,BROWN,Stray,Transferred to Rescue Group,Rescue Group,40218,38.1938,-85.6573,40059,2011-06-22T00:00:00Z,2011,June
A437725,DOG,2011-05-22T00:00:00Z,2011,May,UNKNOWN,BEAGLE - MIX,Infant - Younger than 6 months,MALE,TRUE,SMALL,WHITE,Stray,Transferred to Rescue Group,Ky Humane Society,40229,38.0856,-85.6698,40214,2011-06-10T00:00:00Z,2011,June
